Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26
[2024/03/06 13:46:27] 5G,register,37.068,103,100,-69,-11,-57,11,3,16,0/15,-58.9,-11,-69.8,-60.1,-12.4,-72.5,-60.9,-11.1,-72,-56.9,-10.9,-67.8,359918920049210,999991829903013
[2024/03/06 13:46:27] Wi-Fi,link,17.471,UIWANG_OLT_AGV,80:03:84:b6:f9:a0,44,5220,40,40,275.2,5,8,-110,-64,-66,-69,46,44,41,46,,,,,,
[2024/03/06 13:46:29] 5G,register,33.587,103,100,-71,-17,-53,12,3,16,0/15,-60.3,-12.3,-72.5,-51.7,-15.5,-67.1,-56.4,-11.2,-67.6,-57.9,-11.2,-69.1,359918920049210,999991829903013
[2024/03/06 13:46:29] Wi-Fi,link,18.006,UIWANG_OLT_AGV,80:03:84:b6:f9:a0,44,5220,40,40,206.4,4,7,-110,-64,-65,-71,46,45,39,46,,,,,,
[2024/03/06 13:46:30] 5G,register,33.363,103,100,-60,-11,-49,11,3,16,0/15,-53.8,-10.8,-64.5,-56.5,-11.1,-67.5,-68.1,-13.4,-81.4,-51.3,-10.9,-62.2,359918920049210,999991829903013
[2024/03/06 13:46:30] Wi-Fi,link,18.216,UIWANG_OLT_AGV,80:03:84:b6:f9:a0,44,5220,40,40,206.4,4,7,-110,-66,-67,-71,44,43,39,44,,,,,,
[2024/03/06 13:46:32] 5G,register,31.468,103,100,-61,-10,-51,12,3,16,0/15,-57.6,-11.1,-68.7,-53.3,-11.4,-64.7,-57.6,-11.3,-68.9,-53.2,-11,-64.1,359918920049210,999991829903013
[2024/03/06 13:46:32] Wi-Fi,link,11.015,UIWANG_OLT_AGV,80:03:84:b6:f9:a0,44,5220,40,40,206.4,4,8,-110,-65,-67,-69,45,43,41,45,,,,,,
[2024/03/06 13:46:33] 5G,register,40.691,103,100,-61,-10,-50,14,1,16,0/6,-57.9,-11.5,-69.4,-56.9,-10.7,-67.6,-57.6,-11.3,-68.9,-53.2,-11,-64.1,359918920049210,999991829903013
[2024/03/06 13:46:33] Wi-Fi,link,24.311,UIWANG_OLT_AGV,80:03:84:b6:f9:a0,44,5220,40,40,206.4,4,6,-110,-67,-69,-73,43,41,37,43,,,,,,
[2024/03/06 13:46:35] 5G,register,25.861,103,100,-59,-10,-49,13,1,16,0/26,-59.2,-11.2,-70.3,-48.1,-10.8,-58.9,-57.6,-11.3,-68.9,-53.2,-11,-64.1,359918920049210,999991829903013
[2024/03/06 13:46:35] Wi-Fi,link,7.86,UIWANG_OLT_AGV,80:03:84:bb:0d:a0,161,5805,40,40,299.4,6,6,-110,-64,-64,-72,46,46,38,46,,,,,,
[2024/03/06 13:46:36] 5G,register,8.582,103,100,-57,-10,-47,14,1,16,0/26,-56.8,-10.9,-67.6,-51.6,-10.5,-62,-57.6,-11.3,-68.9,-53.2,-11,-64.1,359918920049210,999991829903013
[2024/03/06 13:46:36] Wi-Fi,link,7.81,UIWANG_OLT_AGV,80:03:84:bb:0d:a0,161,5805,40,40,299.4,6,6,-110,-63,-64,-71,47,46,39,47,,,,,,
[2024/03/06 13:46:38] 5G,register,25.532,103,100,-60,-10,-49,12,1,16,0/26,-50.8,-10.6,-61.3,-55.5,-10.8,-66.3,-57.6,-11.3,-68.9,-53.2,-11,-64.1,359918920049210,999991829903013
[2024/03/06 13:46:38] Wi-Fi,link,5.946,UIWANG_OLT_AGV,80:03:84:bb:0d:a0,161,5805,40,40,344.1,7,7,-110,-64,-65,-71,46,45,39,46,,,,,,
[2024/03/06 13:46:39] 5G,register,35.396,103,100,-59,-10,-48,13,1,16,0/4,-55.4,-11,-66.4,-53.6,-10.5,-64.1,-57.6,-11.3,-68.9,-53.2,-11,-64.1,359918920049210,999991829903013
[2024/03/06 13:46:39] Wi-Fi,link,3.716,UIWANG_OLT_AGV,80:03:84:bb:0d:a0,161,5805,40,40,344.1,7,6,-110,-64,-65,-71,46,45,39,46,,,,,,
[2024/03/06 13:46:41] 5G,register,38.025,103,100,-62,-10,-51,13,1,16,0/4,-51.1,-10.5,-61.5,-52.9,-11.3,-64.1,-57.6,-11.3,-68.9,-53.2,-11,-64.1,359918920049210,999991829903013
[2024/03/06 13:46:41] Wi-Fi,link,3.578,UIWANG_OLT_AGV,80:03:84:bb:0d:a0,161,5805,40,40,344.1,7,6,-110,-64,-66,-70,46,44,40,46,,,,,,
[2024/03/06 13:46:42] 5G,register,28.22,103,100,-64,-11,-53,14,1,16,0/4,-57,-11.5,-68.5,-55.7,-11.4,-67,-57.6,-11.3,-68.9,-53.2,-11,-64.1,359918920049210,999991829903013
[2024/03/06 13:46:42] Wi-Fi,link,4.356,UIWANG_OLT_AGV,80:03:84:bb:0d:a0,161,5805,40,40,344.1,7,6,-110,-62,-63,-68,48,47,42,48,,,,,,
[2024/03/06 13:46:44] 5G,register,53.429,103,100,-58,-10,-48,13,1,16,0/4,-57.7,-10.6,-68.2,-47.6,-10.4,-57.9,-57.6,-11.3,-68.9,-53.2,-11,-64.1,359918920049210,999991829903013
[2024/03/06 13:46:44] Wi-Fi,link,4.758,UIWANG_OLT_AGV,80:03:84:bb:0d:a0,161,5805,40,40,344.1,7,6,-110,-62,-63,-70,48,47,40,48,,,,,,
[2024/03/06 13:46:45] 5G,register,18.256,103,100,-54,-10,-44,12,1,16,0/4,-48.7,-10.5,-59.1,-50.6,-10.6,-61.1,-57.6,-11.3,-68.9,-53.2,-11,-64.1,359918920049210,999991829903013
[2024/03/06 13:46:45] Wi-Fi,link,3.665,UIWANG_OLT_AGV,80:03:84:bb:0d:a0,161,5805,40,40,344.1,7,7,-110,-64,-65,-70,46,45,40,46,,,,,,
[2024/03/06 13:46:47] 5G,register,28.811,103,100,-59,-10,-48,14,1,16,0/4,-47.8,-10.3,-58,-50.9,-10.5,-61.3,-57.6,-11.3,-68.9,-53.2,-11,-64.1,359918920049210,999991829903013
[2024/03/06 13:46:47] Wi-Fi,link,3.185,UIWANG_OLT_AGV,80:03:84:bb:0d:a0,161,5805,40,40,344.1,7,6,-110,-61,-61,-67,49,49,43,49,,,,,,
[2024/03/06 13:46:48] 5G,register,33.792,103,100,-60,-10,-49,14,1,16,0/27,-49,-10.5,-59.4,-45.3,-10.4,-55.7,-57.6,-11.3,-68.9,-53.2,-11,-64.1,359918920049210,999991829903013
[2024/03/06 13:46:48] Wi-Fi,link,7.049,UIWANG_OLT_AGV,80:03:84:bb:0d:a0,161,5805,40,40,344.1,7,6,-110,-59,-58,-69,51,52,41,51,,,,,,
[2024/03/06 13:46:50] 5G,register,31.688,103,100,-56,-10,-46,14,1,16,0/27,-47,-10.5,-57.4,-45.6,-10.4,-56,-57.6,-11.3,-68.9,-53.2,-11,-64.1,359918920049210,999991829903013
[2024/03/06 13:46:50] Wi-Fi,link,5.939,UIWANG_OLT_AGV,80:03:84:bb:0d:a0,161,5805,40,40,344.1,7,7,-110,-60,-61,-67,50,49,43,50,,,,,,
[2024/03/06 13:46:51] 5G,register,35.427,103,100,-53,-10,-43,13,1,16,0/27,-42.9,-10.5,-53.3,-41.5,-10.4,-51.9,-57.6,-11.3,-68.9,-53.2,-11,-64.1,359918920049210,999991829903013
[2024/03/06 13:46:51] Wi-Fi,link,3.049,UIWANG_OLT_AGV,80:03:84:bb:0d:a0,161,5805,40,40,413,8,6,-110,-58,-58,-68,52,52,42,52,,,,,,
[2024/03/06 13:46:53] 5G,register,31.447,103,100,-56,-10,-46,13,1,16,0/18,-55.1,-10.5,-65.6,-40.1,-10.4,-50.4,-57.6,-11.3,-68.9,-53.2,-11,-64.1,359918920049210,999991829903013
[2024/03/06 13:46:53] Wi-Fi,link,4.485,UIWANG_OLT_AGV,80:03:84:bb:0d:a0,161,5805,40,40,344.1,7,6,-110,-61,-62,-68,49,48,42,49,,,,,,
[2024/03/06 13:46:54] 5G,register,29.094,103,100,-51,-10,-41,15,1,16,0/18,-54.9,-10.5,-65.3,-39.9,-10.4,-50.3,-57.6,-11.3,-68.9,-53.2,-11,-64.1,359918920049210,999991829903013
[2024/03/06 13:46:54] Wi-Fi,link,5.027,UIWANG_OLT_AGV,80:03:84:bb:0d:a0,161,5805,40,40,344.1,7,5,-110,-56,-56,-64,54,54,46,54,,,,,,
[2024/03/06 13:46:56] 5G,register,43.178,103,100,-52,-10,-42,13,1,16,0/18,-51.1,-10.4,-61.4,-41.6,-10.5,-52.1,-57.6,-11.3,-68.9,-53.2,-11,-64.1,359918920049210,999991829903013
[2024/03/06 13:46:56] Wi-Fi,link,5.978,UIWANG_OLT_AGV,80:03:84:bb:0d:a0,161,5805,40,40,344.1,7,5,-110,-59,-61,-65,51,49,45,51,,,,,,
[2024/03/06 13:46:57] 5G,register,33.396,103,100,-58,-10,-48,12,1,16,0/18,-51.9,-10.5,-62.4,-42.4,-10.4,-52.7,-57.6,-11.3,-68.9,-53.2,-11,-64.1,359918920049210,999991829903013
[2024/03/06 13:46:57] Wi-Fi,link,3.097,UIWANG_OLT_AGV,80:03:84:bb:0d:a0,161,5805,40,40,344.1,7,5,-110,-60,-60,-68,50,50,42,50,,,,,,
[2024/03/06 13:46:59] 5G,register,33.713,103,100,-53,-10,-42,15,1,16,0/18,-52.9,-10.6,-63.4,-49.7,-10.8,-60.4,-57.6,-11.3,-68.9,-53.2,-11,-64.1,359918920049210,999991829903013
[2024/03/06 13:46:59] Wi-Fi,link,11.3,UIWANG_OLT_AGV,80:03:84:bb:0d:a0,161,5805,40,40,344.1,7,5,-110,-61,-61,-67,49,49,43,49,,,,,,
[2024/03/06 13:47:00] 5G,register,31.788,103,100,-54,-10,-43,14,1,16,0/18,-53.6,-10.9,-64.5,-51.6,-10.8,-62.3,-57.6,-11.3,-68.9,-53.2,-11,-64.1,359918920049210,999991829903013
[2024/03/06 13:47:00] Wi-Fi,link,6.482,UIWANG_OLT_AGV,80:03:84:bb:0d:a0,161,5805,40,40,344.1,7,6,-110,-57,-57,-67,53,53,43,53,,,,,,
[2024/03/06 13:47:02] 5G,register,35.243,103,100,-54,-10,-44,14,1,16,0/25,-52.7,-10.4,-63,-57.1,-14.8,-71.9,-57.6,-11.3,-68.9,-53.2,-11,-64.1,359918920049210,999991829903013
[2024/03/06 13:47:02] Wi-Fi,link,4.635,UIWANG_OLT_AGV,80:03:84:bb:0d:a0,161,5805,40,40,413,8,5,-110,-56,-56,-67,54,54,43,54,,,,,,
[2024/03/06 13:47:03] 5G,register,33.665,103,100,-59,-10,-48,14,1,16,0/27,-45.8,-10.6,-56.3,-53.5,-10.5,-63.9,-57.6,-11.3,-68.9,-53.2,-11,-64.1,359918920049210,999991829903013
[2024/03/06 13:47:03] Wi-Fi,link,4.947,UIWANG_OLT_AGV,80:03:84:bb:0d:a0,161,5805,40,40,344.1,7,5,-110,-61,-63,-67,49,47,43,49,,,,,,
[2024/03/06 13:47:05] 5G,register,33.288,103,100,-59,-10,-48,15,1,16,0/6,-45.7,-10.3,-56,-40.4,-10.4,-50.7,-57.6,-11.3,-68.9,-53.2,-11,-64.1,359918920049210,999991829903013
[2024/03/06 13:47:05] Wi-Fi,link,7.121,UIWANG_OLT_AGV,80:03:84:bb:0d:a0,161,5805,40,40,413,8,6,-110,-60,-61,-67,50,49,43,50,,,,,,
[2024/03/06 13:47:06] 5G,register,33.261,103,100,-51,-10,-41,15,1,16,0/21,-48.8,-10.4,-59.2,-44.8,-10.5,-55.2,-57.6,-11.3,-68.9,-53.2,-11,-64.1,359918920049210,999991829903013
[2024/03/06 13:47:06] Wi-Fi,link,6.129,UIWANG_OLT_AGV,80:03:84:bb:0d:a0,161,5805,40,40,344.1,7,5,-110,-58,-58,-67,52,52,43,52,,,,,,
[2024/03/06 13:47:08] 5G,register,16.153,103,100,-57,-10,-47,14,1,16,0/21,-42.1,-10.4,-52.4,-45.7,-10.6,-56.3,-57.6,-11.3,-68.9,-53.2,-11,-64.1,359918920049210,999991829903013
[2024/03/06 13:47:08] Wi-Fi,link,11.437,UIWANG_OLT_AGV,80:03:84:bb:0d:a0,161,5805,40,40,344.1,7,5,-110,-61,-60,-70,49,50,40,49,,,,,,
[2024/03/06 13:47:09] 5G,register,48.736,103,100,-53,-10,-42,14,1,16,0/21,-51.6,-10.7,-62.2,-46.7,-10.6,-57.2,-57.6,-11.3,-68.9,-53.2,-11,-64.1,359918920049210,999991829903013
[2024/03/06 13:47:09] Wi-Fi,link,7.364,UIWANG_OLT_AGV,80:03:84:bb:0d:a0,161,5805,40,40,149.7,6,6,-110,-64,-65,-72,46,45,38,46,,,,,,
[2024/03/06 13:47:11] 5G,register,33.449,103,100,-58,-10,-47,7,1,16,0/21,-45.8,-10.6,-56.3,-40.4,-10.4,-50.8,-57.6,-11.3,-68.9,-53.2,-11,-64.1,359918920049210,999991829903013
[2024/03/06 13:47:11] Wi-Fi,link,5.241,UIWANG_OLT_AGV,80:03:84:bb:0d:a0,161,5805,40,40,299.4,6,5,-110,-61,-62,-70,49,48,40,49,,,,,,
[2024/03/06 13:47:12] 5G,register,63.31,103,100,-61,-11,-50,15,1,16,0/21,-51,-10.6,-61.5,-51.6,-11.1,-62.7,-57.6,-11.3,-68.9,-53.2,-11,-64.1,359918920049210,999991829903013
[2024/03/06 13:47:12] Wi-Fi,link,3.492,UIWANG_OLT_AGV,80:03:84:bb:0d:a0,161,5805,40,40,299.4,6,5,-110,-65,-66,-71,45,44,39,45,,,,,,
[2024/03/06 13:47:14] 5G,register,33.677,103,100,-58,-10,-48,14,1,16,0/21,-49.8,-10.4,-60.1,-56.9,-10.9,-67.8,-57.6,-11.3,-68.9,-53.2,-11,-64.1,359918920049210,999991829903013
[2024/03/06 13:47:14] Wi-Fi,link,7.347,UIWANG_OLT_AGV,80:03:84:bb:0d:a0,161,5805,40,40,299.4,6,6,-110,-65,-67,-70,45,43,40,45,,,,,,
[2024/03/06 13:47:15] 5G,register,37.198,103,100,-55,-10,-44,13,1,16,0/27,-50.7,-10.5,-61.2,-51.3,-12.1,-63.3,-57.6,-11.3,-68.9,-53.2,-11,-64.1,359918920049210,999991829903013
[2024/03/06 13:47:15] Wi-Fi,link,8.163,UIWANG_OLT_AGV,80:03:84:bb:0d:a0,161,5805,40,40,299.4,6,6,-110,-67,-67,-75,43,43,35,43,,,,,,
[2024/03/06 13:47:17] 5G,register,28.597,103,100,-55,-10,-44,15,1,16,0/27,-60.4,-12.6,-73,-47.5,-10.7,-58.2,-57.6,-11.3,-68.9,-53.2,-11,-64.1,359918920049210,999991829903013
[2024/03/06 13:47:17] Wi-Fi,link,120.7,UIWANG_OLT_AGV,80:03:84:bb:0d:a0,161,5805,40,40,275.2,5,5,-110,-65,-65,-73,45,45,37,45,,,,,,
[2024/03/06 13:47:18] 5G,register,31.156,103,100,-63,-10,-52,14,1,16,0/27,-61.4,-11.3,-72.7,-51.9,-12.8,-64.6,-57.6,-11.3,-68.9,-53.2,-11,-64.1,359918920049210,999991829903013
[2024/03/06 13:47:18] Wi-Fi,link,9.364,UIWANG_OLT_AGV,80:03:84:bb:0d:a0,161,5805,40,40,275.2,5,5,-110,-66,-67,-73,44,43,37,44,,,,,,
[2024/03/06 13:47:20] 5G,register,52.936,103,100,-64,-11,-53,14,1,16,1/27,-56.8,-11.1,-67.8,-53.1,-14.9,-68,-57.6,-11.3,-68.9,-53.2,-11,-64.1,359918920049210,999991829903013
[2024/03/06 13:47:20] Wi-Fi,link,21.582,UIWANG_OLT_AGV,80:03:84:bb:0d:a0,161,5805,40,40,275.2,5,5,-110,-68,-69,-76,42,41,34,42,,,,,,
[2024/03/06 13:47:21] 5G,register,26.901,103,100,-64,-11,-53,13,1,16,0/27,-61.1,-13.2,-74.2,-55.3,-12,-67.3,-57.6,-11.3,-68.9,-53.2,-11,-64.1,359918920049210,999991829903013
[2024/03/06 13:47:21] Wi-Fi,link,91.093,UIWANG_OLT_AGV,80:03:84:bb:2a:20,44,5220,40,40,299.4,6,7,-110,-53,-53,-61,57,57,49,57,,,,,,
[2024/03/06 13:47:23] 5G,register,31.273,103,100,-66,-12,-54,12,1,16,0/27,-60,-16.2,-76.2,-60.8,-14.7,-75.5,-60.2,-11.1,-71.3,-62.7,-12.4,-75,359918920049210,999991829903013
[2024/03/06 13:47:23] Wi-Fi,link,16.05,UIWANG_OLT_AGV,80:03:84:bb:2a:20,44,5220,40,40,344.1,7,6,-110,-53,-55,-56,57,55,54,57,,,,,,
[2024/03/06 13:47:24] 5G,register,51.063,101,100,-69,-16,-52,11,3,16,0/27,-59.4,-11.3,-70.6,-54.8,-12,-66.8,-61.4,-11.5,-72.8,-63.6,-11.7,-75.3,359918920049210,999991829903013
[2024/03/06 13:47:24] Wi-Fi,link,9.112,UIWANG_OLT_AGV,80:03:84:bb:2a:20,44,5220,40,40,344.1,7,6,-110,-54,-56,-58,56,54,52,56,,,,,,
[2024/03/06 13:47:26] 5G,register,29.068,101,100,-67,-17,-50,11,2,16,0/27,-56.3,-15.1,-71.3,-57.4,-13.3,-70.7,-120,-13.8,-140,-63.4,-11.6,-75,359918920049210,999991829903013
[2024/03/06 13:47:26] Wi-Fi,link,3.38,UIWANG_OLT_AGV,80:03:84:bb:2a:20,44,5220,40,40,344.1,7,7,-110,-54,-55,-62,56,55,48,56,,,,,,
[2024/03/06 13:47:27] 5G,register,38.49,101,100,-74,-20,-52,10,3,16,0/27,-60.3,-11.7,-71.9,-53.7,-11.3,-64.9,-64.9,-11.2,-76.1,-63.1,-11.7,-74.8,359918920049210,999991829903013
[2024/03/06 13:47:27] Wi-Fi,link,3.471,UIWANG_OLT_AGV,80:03:84:bb:2a:20,44,5220,40,40,413,8,6,-110,-56,-57,-60,54,53,50,54,,,,,,
[2024/03/06 13:47:29] 5G,register,28.507,103,100,-64,-11,-53,13,3,16,3/12,-61.3,-11.4,-72.7,-55.1,-13.9,-68.9,-55.2,-10.9,-66,-64.2,-11.1,-75.3,359918920049210,999991829903013
[2024/03/06 13:47:29] Wi-Fi,link,10.182,UIWANG_OLT_AGV,80:03:84:bb:2a:20,44,5220,40,40,413,8,6,-110,-54,-57,-57,56,53,53,56,,,,,,
[2024/03/06 13:47:30] 5G,register,48.347,103,100,-67,-11,-55,13,1,16,0/12,-60.5,-17.2,-77.6,-53.8,-13.1,-66.9,-59.2,-11.1,-70.2,-66,-12.2,-78.2,359918920049210,999991829903013
[2024/03/06 13:47:30] Wi-Fi,link,16.339,UIWANG_OLT_AGV,80:03:84:bb:2a:20,44,5220,40,40,149.7,6,6,-110,-57,-62,-59,53,48,51,53,,,,,,
[2024/03/06 13:47:32] 5G,register,28.248,103,100,-64,-13,-51,12,3,16,0/12,-62.5,-17.8,-80.3,-59.4,-19.2,-78.6,-56.2,-10.9,-67.1,-55,-10.9,-65.9,359918920049210,999991829903013
[2024/03/06 13:47:32] Wi-Fi,link,15.615,UIWANG_OLT_AGV,80:03:84:bb:2a:20,44,5220,40,40,149.7,6,7,-110,-57,-60,-59,53,50,51,53,,,,,,
[2024/03/06 13:47:33] 5G,register,30.633,103,100,-67,-11,-56,12,3,16,0/11,-55.4,-12.8,-68.1,-50.1,-11.8,-61.9,-57.7,-11,-68.7,-51.9,-10.9,-62.8,359918920049210,999991829903013
[2024/03/06 13:47:33] Wi-Fi,link,14.289,UIWANG_OLT_AGV,80:03:84:bb:2a:20,44,5220,40,40,413,8,5,-110,-56,-58,-60,54,52,50,54,,,,,,
[2024/03/06 13:47:35] 5G,register,22.878,103,100,-60,-11,-49,12,3,16,0/11,-54.6,-12.3,-66.9,-51.5,-11.9,-63.4,-60.5,-11.3,-71.8,-58.5,-11.8,-70.3,359918920049210,999991829903013
[2024/03/06 13:47:35] Wi-Fi,link,18.415,UIWANG_OLT_AGV,80:03:84:bb:2a:20,44,5220,40,40,413,8,5,-110,-56,-58,-60,54,52,50,54,,,,,,
[2024/03/06 13:47:36] 5G,register,32.866,103,100,-69,-13,-56,12,3,16,0/11,-53.5,-12.4,-65.9,-56.5,-15.6,-72,-69.7,-11.7,-81.4,-55.4,-11,-66.4,359918920049210,999991829903013
[2024/03/06 13:47:36] Wi-Fi,link,17.024,UIWANG_OLT_AGV,80:03:84:bb:2a:20,44,5220,40,40,413,8,5,-110,-54,-55,-60,56,55,50,56,,,,,,
[2024/03/06 13:47:38] 5G,register,32.882,102,100,-67,-13,-54,10,3,16,0/11,-120,-43,-140,-50.8,-19.6,-70.4,-65.3,-12,-77.3,-66,-12.1,-78.1,359918920049210,999991829903013
[2024/03/06 13:47:38] Wi-Fi,link,17.43,UIWANG_OLT_AGV,80:03:84:bb:2a:20,44,5220,40,40,455.8,0,5,-110,-55,-56,-62,55,54,48,55,,,,,,
[2024/03/06 13:47:39] 5G,register,32.517,101,100,-66,-12,-54,11,3,16,0/11,-51.3,-10.9,-62.2,-55.8,-11.3,-67,-56.1,-11,-67.1,-52.1,-10.9,-62.9,359918920049210,999991829903013
[2024/03/06 13:47:39] Wi-Fi,link,18.624,UIWANG_OLT_AGV,80:03:84:bb:2a:20,44,5220,40,40,344.1,7,6,-110,-55,-56,-59,55,54,51,55,,,,,,
[2024/03/06 13:47:41] 5G,register,43.567,101,100,-61,-10,-51,12,3,8,9/11,-51.8,-10.8,-62.5,-53.5,-12.5,-65.9,-55,-10.9,-65.9,-51.1,-10.9,-61.9,359918920049210,999991829903013
[2024/03/06 13:47:41] Wi-Fi,link,15.627,UIWANG_OLT_AGV,80:03:84:bb:2a:20,44,5220,40,40,344.1,7,5,-110,-59,-60,-65,51,50,45,51,,,,,,
[2024/03/06 13:47:42] 5G,register,40.754,101,100,-53,-10,-43,14,1,16,0/11,-47.5,-10.7,-58.1,-42,-10.5,-52.4,-55,-10.9,-65.9,-51.1,-10.9,-61.9,359918920049210,999991829903013
[2024/03/06 13:47:42] Wi-Fi,link,16.098,UIWANG_OLT_AGV,80:03:84:bb:2a:20,44,5220,40,40,344.1,7,5,-110,-58,-58,-65,52,52,45,52,,,,,,
[2024/03/06 13:47:44] 5G,register,32.766,101,100,-54,-10,-44,11,1,16,0/11,-45.2,-10.6,-55.8,-53.9,-14.1,-68,-55,-10.9,-65.9,-51.1,-10.9,-61.9,359918920049210,999991829903013
[2024/03/06 13:47:44] Wi-Fi,link,17.425,UIWANG_OLT_AGV,80:03:84:bb:2a:20,44,5220,40,40,344.1,7,5,-110,-59,-61,-65,51,49,45,51,,,,,,
[2024/03/06 13:47:45] 5G,register,28.911,101,100,-57,-10,-46,14,1,16,0/11,-45.7,-10.6,-56.3,-50.4,-10.8,-61.2,-55,-10.9,-65.9,-51.1,-10.9,-61.9,359918920049210,999991829903013
[2024/03/06 13:47:45] Wi-Fi,link,17.015,UIWANG_OLT_AGV,80:03:84:bb:2a:20,44,5220,40,40,413,8,5,-110,-58,-60,-63,52,50,47,52,,,,,,
[2024/03/06 13:47:47] 5G,register,33.481,101,100,-61,-10,-51,12,1,16,0/11,-56.1,-13.1,-69.1,-50.7,-13.6,-64.3,-55,-10.9,-65.9,-51.1,-10.9,-61.9,359918920049210,999991829903013
[2024/03/06 13:47:47] Wi-Fi,link,17.564,UIWANG_OLT_AGV,80:03:84:bb:2a:20,44,5220,40,40,344.1,7,5,-110,-58,-58,-62,52,52,48,52,,,,,,
[2024/03/06 13:47:48] 5G,register,32.843,101,100,-64,-10,-53,12,1,16,0/11,-57.6,-14.2,-71.8,-54.8,-12,-66.8,-64.6,-11.7,-76.3,-56.5,-11,-67.5,359918920049210,999991829903013
[2024/03/06 13:47:49] Wi-Fi,link,19.082,UIWANG_OLT_AGV,80:03:84:bb:2a:20,44,5220,40,40,344.1,7,6,-110,-59,-60,-62,51,50,48,51,,,,,,
[2024/03/06 13:47:50] 5G,register,33.665,101,100,-61,-10,-50,11,3,16,0/18,-58.5,-11.4,-69.8,-54.8,-13.4,-68.1,-64,-11.7,-75.7,-60.7,-11.4,-72.1,359918920049210,999991829903013
[2024/03/06 13:47:50] Wi-Fi,link,17.582,UIWANG_OLT_AGV,80:03:84:bb:2a:20,44,5220,40,40,344.1,7,6,-110,-62,-64,-67,48,46,43,48,,,,,,
[2024/03/06 13:47:52] 5G,register,32.856,103,100,-69,-15,-53,11,3,16,0/18,-55,-12.1,-67,-52.8,-11.9,-64.6,-63.8,-11.5,-75.2,-57.2,-11.3,-68.5,359918920049210,999991829903013
[2024/03/06 13:47:52] Wi-Fi,link,17.092,UIWANG_OLT_AGV,80:03:84:bb:2a:20,44,5220,40,40,299.4,6,6,-110,-62,-64,-66,48,46,44,48,,,,,,
[2024/03/06 13:47:53] 5G,register,38.124,102,100,-66,-12,-54,11,3,16,3/27,-59,-15.1,-74.1,-51.3,-12.3,-63.5,-56.7,-11.2,-67.9,-58.3,-11.3,-69.6,359918920049210,999991829903013
[2024/03/06 13:47:53] Wi-Fi,link,19.331,UIWANG_OLT_AGV,80:03:84:bb:2a:20,44,5220,40,40,299.4,6,6,-110,-62,-63,-68,48,47,42,48,,,,,,
[2024/03/06 13:47:55] 5G,register,7.275,102,100,-64,-12,-52,11,3,16,0/27,-59.8,-14.3,-74.1,-55.4,-13.7,-69.1,-58.6,-11.1,-69.7,-63.5,-11.7,-75.2,359918920049210,999991829903013
[2024/03/06 13:47:55] Wi-Fi,link,17.089,UIWANG_OLT_AGV,80:03:84:bb:2a:20,44,5220,40,40,299.4,6,6,-110,-62,-63,-67,48,47,43,48,,,,,,
[2024/03/06 13:47:56] 5G,register,70.332,102,100,-74,-18,-56,12,3,16,0/27,-59.3,-13.8,-73,-54.4,-13,-67.4,-58.5,-11.1,-69.6,-59.4,-11.1,-70.4,359918920049210,999991829903013
[2024/03/06 13:47:56] Wi-Fi,link,16.576,UIWANG_OLT_AGV,80:03:84:bb:2a:20,44,5220,40,40,299.4,6,6,-110,-62,-64,-66,48,46,44,48,,,,,,
[2024/03/06 13:47:58] 5G,register,40.659,102,100,-68,-14,-53,11,3,16,0/27,-57.6,-16,-73.5,-54.9,-14.6,-69.4,-66.5,-11.7,-78.2,-60.2,-11.2,-71.4,359918920049210,999991829903013
[2024/03/06 13:47:58] Wi-Fi,link,19.042,UIWANG_OLT_AGV,80:03:84:bb:2a:20,44,5220,40,40,299.4,6,6,-110,-62,-63,-69,48,47,41,48,,,,,,
[2024/03/06 13:47:59] 5G,register,27.088,102,100,-70,-14,-56,11,3,16,0/27,-58.3,-11.3,-69.5,-54.7,-11.4,-66.1,-60.3,-11,-71.3,-58.8,-11.2,-69.9,359918920049210,999991829903013
[2024/03/06 13:47:59] Wi-Fi,link,16.184,UIWANG_OLT_AGV,80:03:84:bb:2a:20,44,5220,40,40,275.2,5,7,-110,-64,-66,-70,46,44,40,46,,,,,,
[2024/03/06 13:48:01] 5G,register,33.521,102,100,-64,-13,-50,11,3,16,0/27,-59.3,-11.2,-70.5,-53,-18.4,-71.4,-62,-11.3,-73.2,-59.4,-11.2,-70.5,359918920049210,999991829903013
[2024/03/06 13:48:01] Wi-Fi,link,18.719,UIWANG_OLT_AGV,80:03:84:bb:2a:20,44,5220,40,40,172,7,6,-110,-64,-66,-69,46,44,41,46,,,,,,
[2024/03/06 13:48:02] 5G,register,33.629,102,100,-67,-12,-54,11,3,16,0/27,-58.7,-12.7,-71.4,-51.6,-11.4,-62.9,-61.3,-11.1,-72.4,-60.4,-11.1,-71.5,359918920049210,999991829903013
[2024/03/06 13:48:02] Wi-Fi,link,12.111,UIWANG_OLT_AGV,80:03:84:bb:2a:20,44,5220,40,40,275.2,5,6,-110,-66,-68,-70,44,42,40,44,,,,,,
